;;;;;;;;;;;;;
IZDELEK-ime;IZDELEK-id;KOLIÈINA;CENA;VRSTA-ime;VRSTA-id;TRGOVINA-ime;TRGOVINA-id;TRGOVINA-naslov;PODJETJE-ime;PODJETJE-id;PODJETJE-naslov;PODJETJE-tel.št.;
slovenski šampinjoni;M156;1kg;5,16 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
šampinjoni, mešani beli in rjavi;M159;1kg;5,47 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Gojenje gob Krevh Jasna s.p.;284;Nad izviri 26, 2204 Miklavž, Slovenija;02 629 23 17;
bukov ostrigar;M162;1kg;7,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
bio šitake;M165;1kg;18,76 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
melancani;M168;1kg;1,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
buèke;M171;1kg;1,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
melancani okrogli;M174;1kg;2,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
eko kumare;M177;1kg;5,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
kumare;M180;1kg;1,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
stroèji fižol;M183;1kg;3,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
jušna zelenjava;M186;1kg;3,76 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
ingver, pakiran;M189;1kg;7,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
ingver;M192;1kg;3,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
trobarvna paprika;M195;1kg;3,18 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
rdeèi pekoèi feferoni;M198;1kg;6,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
rumena paprika;M201;1kg;2,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
oranžna paprika;M204;1kg;1,39 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
zelena paprika;M207;1kg;1,55 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
paprika babura;M210;1kg;2,09 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
rdeèa paprika;M213;1kg;3,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
rdeèa paprika kozji rog;M216;1kg;3,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
Paradižnik Piccadilly;M219;1kg;3,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
paradižnik volovsko srce lušt;M222;1kg;4,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Paradajz d.o.o.;159;Renkovci 57 c, 9224 Turnišèe, Slovenija;02 572 22 50;
paradižnik harmony;M225;1kg;3,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
paradižnik campari;M228;1kg;4,47 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;101;/;/;
podolgovat paradižnik;M231;1kg;2,29 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
paradižnik Luštek;M234;1kg;10,95 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Paradajz d.o.o.;159;Renkovci 57 c, 9224 Turnišèe, Slovenija;02 572 22 50;
èešnjev paradižnik;M237;1kg;5,94 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
èešnjev paradižnik;M240;1kg;3,96 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;DG 69 d.o.o.;470;Drenov Griè 69, 1360 Vrhnika, Slovenija;01 755 61 69;
paradižnik Lušt;M243;1kg;3,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Paradajz d.o.o.;159;Renkovci 57 c, 9224 Turnišèe, Slovenija;02 572 22 50;
paradižnik bumbolino snack;M246;1kg;9,95 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
eko èešnjev paradižnik;M249;1kg;5,78 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
paradižnik v grozd lušt, slovenija;M252;1kg;10,95 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Paradajz d.o.o.;159;Renkovci 57 c, 9224 Turnišèe, Slovenija;02 572 22 50;
bio paradižnik;M255;1kg;5,78 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
paprika kozji rog;M258;1kg;3,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
trobarvna paprika kozji rog;M261;1kg;5,38 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
zeleni šparglji;M264;1kg;4,78 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
cvetaèa;M267;1kg;1,89 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
beli šparglji;M270;1kg;6,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
brokoli;M273;1kg;3,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
zeleni šparglji;M276;1kg;7,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
divji šparglji;M279;1kg;35,69 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Darsad d.o.o.;505;Zgornja Pohanca 4, 8272 Zdole, Slovenija;07 477 85 80;
zelje belo;M282;1kg;0,59 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
mlado zelje;M285;1kg;0,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
rdeèe zelje;M288;1kg;0,79 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
ohrovt;M291;1kg;1,19 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Kralj Stanislav, Kuhar božidar, Samec Vinko, Kralj Marta, Zupan Primož, Zajc Janez, Zupanèiè Franc;105;/;/;
kisla repa;M294;1kg;2,63 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
kislo zelje;M297;1kg;1,78 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
kisla repa;M300;1kg;1,98 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
kislo zelje grunt;M303;1kg;2,38 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;ETA Kamnik d.o.o.;598;Kajuhova pot 4, 1241 Kamnik, Slovenija;01 830 84 00;
por;M306;1kg;1,99 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Zelenjava Forminka d.o.o.;268;Formin 32C, 2272 Gorišnica, Slovenija;02 743 50 26;
kisla repa natureta;M309;1kg;2,49 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;ETA Kamnik d.o.o.;598;Kajuhova pot 4, 1241 Kamnik, Slovenija;01 830 84 00;
kislo zelje natureta;M312;1kg;2,19 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;ETA Kamnik d.o.o.;598;Kajuhova pot 4, 1241 Kamnik, Slovenija;01 830 84 00;
kislo zelje, Euro-vrt;M315;1kg;2,19 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;EURO-VRT PTUJ D.O.O.;320;Podvinci 79, 2250 Ptuj;(02) 780 11 90;
bio jagode;M318;1kg;7,63 €;zelenjava;3480;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;;598;Kajuhova pot 4, 1241 Kamnik, Slovenija;01 830 84 00;
jagode;M321;1kg;3,98 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
kivi;M324;1kg;2,79 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;DG 69 d.o.o.;470;Drenov Griè 69, 1360 Vrhnika, Slovenija;01 755 61 69;
eko kivi;M327;1kg;3,98 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
lubenica;M330;1kg;1,69 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
granatno jabolko;M333;1kg;4,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
grozdje red globe;M336;1kg;3,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
borovnice;M339;1kg;13,52 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
grozdje thompson;M342;1kg;3,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
belo grozdje;M345;1kg;4,98 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
eko limone;M348;1kg;2,59 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
limone;M351;1kg;1,89 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
limone;M354;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
limete;M357;1kg;3,29 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
grenivka rdeèa;M360;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
klementine;M363;1kg;2,79 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
rdeèe pomaranèe;M366;1kg;1,20 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
rdeèa grenivka;M369;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;01 234 3645;
pomaranèe Valencia;M372;1kg;1,34 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
bio pomaranèe Valencia;M375;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
pomaranèe;M378;1kg;1,29 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
kokos;M381;kos;1,49 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
ribez;M384;1kg;47,92 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
baby ananas;M387;kos;2,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
papaja;M390;1kg;8,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
mango, dozorjen;M393;kos;2,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
mango;M396;1kg;1,39 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
melona rumena;M399;1kg;2,19 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
melona;M402;1kg;2,19 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
melona galla;M405;1kg;2,49 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
maline;M408;1kg;19,92 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
robide;M411;1kg;23,92 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
nektarine;M414;1kg;4,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
avokado;M417;kos;0,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
ananas;M420;1kg;1,79 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
bio banane Bio Zone;M423;1kg;3,82 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
banane derby;M426;1kg;1,29 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
hruške Packhams;M429;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
breskve;M432;1kg;4,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
pasijonka, 3 kosi;M435;3 kosi;2,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
bio hruške Bio Zone;M438;1kg;5,98 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
hruške viljamovka;M441;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
jabolka jonagold;M444;1kg;1,59 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Slom d.o.o.;482;Uniše 11, 3232 Ponikva, Slovenija;03 749 04 40;
jabolka jonagored;M447;1kg;1,59 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
jabolko rdeèi delišes;M450;1kg;1,69 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
jabolko zlati delišes;M453;1kg;1,59 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Slom d.o.o.;482;Uniše 11, 3232 Ponikva, Slovenija;03 749 04 40;
jabolka cripps pink;M456;1kg;2,39 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
dateljni;M459;1kg;16,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
jabolka fuji;M462;1kg;2,09 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
jabolka braeburn;M465;1kg;1,79 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
jabolka gala;M468;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Slom d.o.o.;482;Uniše 11, 3232 Ponikva, Slovenija;03 749 04 40;
hruške abate fetel;M471;1kg;2,49 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;DG 69 d.o.o.;470;Drenov Griè 69, 1360 Vrhnika, Slovenija;01 755 61 69;
jabolka idared;M474;1kg;1,49 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
bio jabolka Bio Zone;M477;1kg;5,32 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
jabolka granny smith;M480;1kg;1,99 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
jabolka Jonaprince;M483;1kg;1,09 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;razlièni dobavitelji;100;/;/;
jabolka, rdeèi delišes;M484;1kg;1,69 €;sadje;3489;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Evrosad d.o.o.;328;Cesta 4. julija 134, 8270 Krško, Slovenija;031 681 546;
Pišèanèji file;M489;500g;3,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
Pišèanèji file zrezki;M492;500g;5,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
pišèanèji mini file;M495;400g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
Pišèanèji file zrezki;M498;400g;4,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;445;Kal 1, 6257 Pivka, Slovenija;05 703 10 00;
Pišèanèji file;M501;500g;5,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
pišèanèji mini file;M504;400g;4,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Pivka perutninarstvo d.d.;445;Kal 1, 6257 Pivka, Slovenija;05 703 10 00;
Eko pišèanèji file;M507;1kg;28,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;INTER MARKETING d.o.o;547;Dunajska cesta 103, 1000 Ljubljana;01 360 33 40;
Pišèanèji file, zamrznjen;M510;750g;9,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
pišèanèji mini file, zamrznjen;M513;750g;10,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
Pišèanèji file;M516;800g;4,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
Prekajen pišèanèji file;M519;1kg;18,76 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
Pišèanèji file in stegna;M522;500g;3,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
mariniran pišèanèji mini file;M525;400g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
pišèanèji file po dunajsko;M528;300g;2,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
narezek kuhana šunka;M531;150g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;215;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777;
Poli salama;M534;500g;4,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
narezek ogrska salama;M537;100g;1,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
pišèanèje hrenovke;M540;330g;1,39 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
puranji zrezki;M543;500g;4,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
narezek kuhan pršut;M546;100g;1,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
narezek kuhana šunka;M549;125g;1,79 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;215;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777;
svinjsko stegno zrezki;M552;400g;2,29 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
narezek aljaževa salama;M555;100g;1,19 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Panvita Agromerkur d.o.o.;319;Industrijska ulica 8, 9000 Murska Sobota, Slovenija;02 543 92 60;
pišèanèja stegna brez kosti in kože;M558;500g;5,89 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
pišèanec;M561;1kg;3,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
mini Poli salama;M564;220g;1,99 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Perutnina Ptuj, d.d.;397;Potrèeva cesta 10, 2250 Ptuj, Slovenija;02 749 01 00;
Goveji boènik s kostjo;M567;1kg;6,98 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;Mercator IP d.o.o.;655;Dunajska cesta 110, 1000 Ljubljana, Slovenija;2 234 3645;
narezek mortadela;M570;150g;1,49 €;meso;2874;Mercator;15008;Dunajska cesta 110, 1000 Ljubljana, Slovenija;PIK Vrbovec d.d.;215;Zagrebaèka ulica 148, 10340 Vrbovec, Hrvaška;385 1 2794 777;
